chrom,start,end,snps,1.2,1.3,1.4,2.3,2.4,3.4
2L,2880001,2885000,411,-0.00714059,-0.0101921,0.00764065,-0.00698689,0.0282765,0.0112848
2L,2885001,2890000,404,-0.00304166,-0.00387854,0.00200026,-0.00802915,0.0316478,0.0219301
2L,2890001,2895000,372,-0.00788759,-0.00888926,0.0137346,-0.0111483,0.0300559,0.0256866
2L,2895001,2900000,431,-0.00651947,-0.0097422,0.00993755,-0.00833651,0.0287637,0.0211915
2L,2900001,2905000,461,-0.00656604,-0.00706252,0.00949909,-0.00698672,0.0292945,0.0210033
2L,2905001,2910000,407,-0.00456724,-0.00736251,0.0108908,-0.00725319,0.030459,0.0138222
2L,2910001,2915000,443,-0.00686893,-0.00784858,0.0163531,-0.00556414,0.0309907,0.0128292
2L,2915001,2920000,332,-0.00191113,-0.000876121,0.0076448,-0.00917496,0.0311223,0.0290293
2L,2920001,2925000,418,-0.000607815,-0.00396248,0.0018553,-0.00783229,0.0286324,0.0163338
2L,2925001,2930000,418,-0.00738797,-0.00864767,0.0134303,-0.00655446,0.0364081,0.0214014
2L,2930001,2935000,257,0.000125496,-0.00682642,0.0193088,-0.008297,0.048789,0.0251672
2L,2935001,2940000,424,-0.00758718,-0.00963568,0.00812837,-0.0106416,0.0276861,0.0144645
2L,2940001,2945000,427,-0.00170768,-0.0111781,0.00765369,-0.00432896,0.0344414,0.0122701
2L,2945001,2950000,396,-0.00536316,-0.00718822,0.00652349,-0.00956538,0.0198319,0.0104083
2L,2950001,2955000,397,0.00039764,-0.00196654,0.00841111,-0.00977259,0.025107,0.0257888
2L,2955001,2960000,432,-0.00710115,-0.0079466,0.0189673,-0.00598766,0.042669,0.0207844
2L,2960001,2965000,408,-0.0109614,-0.0038867,0.00873714,-0.00700944,0.0194997,0.0209967
2L,2965001,2970000,405,-0.00877203,-0.0065282,0.00718948,-0.00842426,0.0183942,0.00888511
2L,2970001,2975000,422,-0.00729748,-0.000110472,0.00708832,-0.00732859,0.0302188,0.0401539
2L,2975001,2980000,413,-0.00673172,-0.00787339,0.0111011,-0.00973827,0.0284902,0.016887
2L,2980001,2985000,431,-0.00690499,-0.00830756,0.0120575,-0.00311632,0.0323057,0.00728861
2L,2985001,2990000,465,-0.00681559,-0.0111964,0.00780739,-0.00773462,0.034358,0.0187938
2L,2990001,2995000,450,0.00165902,-0.00491427,0.0117737,-0.00778774,0.0430709,0.0201951
2L,2995001,3000000,478,-0.00866614,-0.0103313,0.0123513,-0.00992688,0.0328281,0.0250627
2L,3000001,3005000,439,-0.00843006,-0.0103448,0.023601,-0.00564916,0.0393377,0.01391
2L,3005001,3010000,415,-0.0056457,-0.00934294,0.00728598,-0.00959436,0.0277098,0.0151379
2L,3010001,3015000,479,-0.00432332,-0.00994605,0.00434818,-0.00570906,0.0250693,0.000543442
2L,3015001,3020000,455,-0.00837981,-0.00905283,0.00463497,-0.0054607,0.0209833,0.00711359
2L,3020001,3025000,416,-0.00707031,-0.0045632,0.000899974,-0.00739975,0.0156964,0.0134874
2L,3025001,3030000,468,-0.000681103,-0.00682855,0.0011705,-0.0080257,0.0308524,0.013094
2L,3030001,3035000,401,-0.00177371,-0.00783414,0.00712662,-0.00795229,0.0392226,0.0205411
2L,3035001,3040000,417,-0.00832611,-0.00864376,0.0119093,-0.0107067,0.0390717,0.0291521
2L,3040001,3045000,406,-0.0060441,-0.00931924,0.00484744,-0.00785239,0.0213485,0.0168974
2L,3045001,3050000,444,-0.00811465,-0.00789315,0.0190098,-0.00689216,0.0361663,0.0194157
2L,3050001,3055000,484,-0.00679668,-0.0112361,0.00108411,-0.0083027,0.0227283,0.0113692
2L,3055001,3060000,450,-0.00692248,-0.00540552,0.00423837,-0.0102316,0.0181491,0.0140701
2L,3060001,3065000,425,-0.00842075,-0.00826321,0.0103035,-0.0057908,0.0311137,0.0187265
2L,3065001,3070000,433,-0.00488466,-0.0108962,0.00939455,-0.0104212,0.0366489,0.0211792
2L,3070001,3075000,247,-0.00423581,-0.00492062,0.00173862,-0.00857211,0.0189104,0.00728996
2L,3075001,3080000,157,0.00838878,-0.00606775,-0.00406794,0.00140675,0.0378055,0.00513603
2L,3080001,3085000,432,-0.00759827,-0.00883249,0.00146092,-0.00816324,0.0180468,0.00787248
2L,3085001,3090000,447,-0.00310444,-0.00767583,0.00625266,-0.010754,0.0345782,0.0214145
2L,3090001,3095000,358,-0.00834561,-0.00752509,0.00945306,-0.00932269,0.029266,0.0269342
2L,3095001,3100000,418,-0.00610621,-0.00745919,0.000117688,-0.00921094,0.0146882,0.00392364
2L,3100001,3105000,454,-0.00513882,-0.00600241,-0.000513076,-0.00823548,0.0204083,0.0135379
2L,3105001,3110000,495,-0.00141971,-0.00581253,-0.000301036,-0.00720408,0.0219811,0.0107559
2L,3110001,3115000,433,-0.00684192,-0.00831535,0.00422466,-0.00792639,0.0244745,0.0146362
2L,3115001,3120000,452,-0.00542503,-0.00744715,0.00974223,-0.00959777,0.0323767,0.0184358
2L,3120001,3125000,455,-0.00519344,-0.0102384,-0.00140212,-0.00890873,0.0177985,0.00641684
2L,3125001,3130000,462,-0.0017563,-0.00756066,8.3455e-05,-0.00676799,0.0225229,0.0123096
2L,3130001,3135000,455,-0.00560846,-0.00603129,0.00326095,-0.00943792,0.0261057,0.0215454
2L,3135001,3140000,445,0.00315259,-0.00683171,0.00157275,-0.00653701,0.0398686,0.0174639
2L,3140001,3145000,446,-0.00385632,-0.00636492,0.00333693,-0.00828764,0.0268302,0.0194666
2L,3145001,3150000,390,-0.00450843,-0.00832304,0.0014059,-0.00744815,0.0237708,0.0104669
2L,3150001,3155000,446,-0.00259012,-0.00517015,0.00259843,-0.0104817,0.0279164,0.0200276
2L,3155001,3160000,373,-0.00724612,-0.0086464,0.00247684,-0.00814853,0.0168773,0.00875691
2L,3160001,3165000,315,-0.00860488,-0.000392298,0.00651188,0.00190706,0.0368568,0.0323789
2L,3165001,3170000,388,-0.00690651,-0.0102768,0.000794698,-0.00987912,0.0136885,0.00543952
2L,3170001,3175000,432,-0.0061031,-0.0095423,-0.00294869,-0.00759294,0.0148568,0.00978239
2L,3175001,3180000,428,-0.00415528,-0.00926816,0.00224045,-0.00790895,0.0245252,0.0113451
2L,3180001,3185000,455,-0.00891049,-0.00953092,0.00174086,-0.00932576,0.016298,0.00985849
2L,3185001,3190000,417,-0.00612327,-0.00233483,0.000842264,-0.00597949,0.019855,0.0213839
2L,3190001,3195000,418,-0.000389112,-0.00632048,-0.00532152,-0.00445243,0.0201624,0.00504644
2L,3195001,3200000,357,-0.0051246,0.00355109,-0.00200126,0.00216159,0.0163749,0.0195836
2L,3200001,3205000,230,-0.00923155,-0.00874422,-0.000897798,-0.00912441,0.0168355,0.0090022
2L,3205001,3210000,0,nan,nan,nan,nan,nan,nan
2L,3210001,3215000,419,-0.00524167,-0.00658297,-0.00401486,-0.00720043,0.0164813,0.00967517
2L,3215001,3220000,424,-0.00457747,-0.00861438,0.00184608,-0.00672201,0.0206906,0.00444037
2L,3220001,3225000,405,-0.00469094,-0.00904496,-0.00269298,-0.00678363,0.0201057,0.00448396
2L,3225001,3230000,388,-0.00435137,-0.00590943,0.000271097,-0.00701186,0.0176414,0.01164
2L,3230001,3235000,429,-0.00408289,0.00756168,5.13598e-05,0.00774924,0.0240457,0.0271813
2L,3235001,3240000,498,-0.00318477,-0.00529157,-0.00199201,-0.00572239,0.0191053,0.0129185
2L,3240001,3245000,477,-0.00869236,-0.00803232,0.00898634,-0.00853638,0.0229461,0.0160753
2L,3245001,3250000,443,-0.00229775,-0.00627743,0.000540378,-0.0104255,0.0147573,0.0115052
2L,3250001,3255000,126,-0.00632061,-0.00231395,-0.00238957,-0.00845959,0.0158625,0.0184413
2L,3255001,3260000,87,-0.00800261,0.000581893,-0.00199365,-0.00445225,0.00944476,0.0217075
2L,3260001,3265000,448,-0.00616301,-0.00945663,0.000858667,-0.00956522,0.0189718,0.0103791
2L,3265001,3270000,436,-0.00504112,-0.00732348,0.0060558,-0.00653456,0.0317547,0.0187309
2L,3270001,3275000,445,-0.00642231,-0.00858569,0.00115729,-0.0119214,0.023982,0.0183989
2L,3275001,3280000,469,0.000628298,-0.000148563,-0.00348164,-0.00876627,0.0238659,0.017174
2L,3280001,3285000,393,-0.00402713,-0.00598699,-0.000123887,-0.00935901,0.0196809,0.0131284
2L,3285001,3290000,420,-0.00683681,-0.00566815,0.00240082,-0.00409085,0.0190771,0.00819785
2L,3290001,3295000,436,-0.00719198,-0.0080794,0.00187318,-0.00813861,0.0192408,0.0104423
2L,3295001,3300000,414,-0.00607609,-0.00236551,-0.00070965,-0.0100628,0.01832,0.0185257
2L,3300001,3305000,456,0.00515608,-0.00343152,-0.000670432,-0.00415166,0.0414326,0.018642
2L,3305001,3310000,404,-0.00794356,-0.00830153,0.00152156,-0.00773217,0.0184477,0.00534905
2L,3310001,3315000,457,0.00259524,0.00369589,-0.00311665,-0.00795374,0.0245406,0.0167673
2L,3315001,3320000,494,-0.000753403,-0.00939541,0.00433478,-0.00602182,0.0372366,0.011605
2L,3320001,3325000,430,-0.00566924,-0.00607022,0.00120599,-0.00679341,0.0171151,0.00717889
2L,3325001,3330000,472,-0.00190862,-0.00569979,-0.000251389,-0.00796919,0.0222159,0.0132538
2L,3330001,3335000,454,0.00106185,-0.00671116,-0.000348626,-0.00594401,0.0337704,0.0148241
2L,3335001,3340000,427,-0.00043279,-0.0107105,-0.00537884,-0.00564547,0.0208891,0.000776004
2L,3340001,3345000,405,-0.00647298,-0.0108249,-5.61872e-05,-0.0102794,0.0177477,0.00418045
2L,3345001,3350000,408,-0.0045804,-0.00758524,0.00307665,-0.00776401,0.0276527,0.0126462
2L,3350001,3355000,393,-0.00562135,-0.0083163,0.00256238,-0.00616389,0.0188337,0.00244876
2L,3355001,3360000,412,-0.00138828,-0.004661,0.00060093,-0.00689708,0.032829,0.0217581
2L,3360001,3365000,444,-0.00773685,-0.00944348,-0.000713674,-0.0108308,0.0130924,0.0070668
2L,3365001,3370000,452,-0.00190233,-0.00205638,-0.00212547,-0.00839507,0.021002,0.0172985
2L,3370001,3375000,501,-0.000350543,-0.00772078,-0.000558953,-0.00702462,0.0292645,0.0113166
2L,3375001,3380000,521,-0.00244778,-0.00748252,0.003237,-0.00610649,0.0258575,0.0157296
2L,3380001,3385000,473,-0.00505071,-0.00183952,-0.00401451,-0.0080674,0.0126924,0.0140977
2L,3385001,3390000,415,-0.00710508,-0.0060259,0.000288195,-0.00841599,0.0176344,0.0133219
2L,3390001,3395000,449,-0.00179584,-0.00583196,0.00319102,-0.010742,0.0194966,0.00820554
2L,3395001,3400000,463,-0.00456588,0.00169476,-0.00146061,-0.00600776,0.016641,0.0202743
2L,3400001,3405000,488,-0.00376879,-0.00540941,0.0063268,-0.00743369,0.0357422,0.0270638
2L,3405001,3410000,470,-0.00267511,-0.00276258,0.000919897,-0.00772503,0.0219659,0.0232413
2L,3410001,3415000,436,-0.00154845,-0.00446062,0.00241477,-0.0047855,0.0317238,0.0199538
2L,3415001,3420000,418,-0.00425624,-0.00400904,0.00422013,-0.00744755,0.0236094,0.0178401
2L,3420001,3425000,462,0.000556059,2.29833e-05,0.000478404,-0.0107464,0.036745,0.0343477
2L,3425001,3430000,465,-0.00442711,-0.00535213,-0.00202914,-0.00990273,0.0161049,0.0146419
2L,3430001,3435000,499,-0.00573732,-0.00638476,-0.00192992,-0.00942097,0.0179114,0.0118266
2L,3435001,3440000,508,-0.004409,-0.00507672,0.0033632,-0.00578779,0.0276228,0.0157209
2L,3440001,3445000,465,-0.0037741,-0.00540347,0.00211113,-0.00999809,0.0282159,0.0194116
2L,3445001,3450000,509,-0.00717609,-0.00676634,-0.000832353,-0.00926273,0.018089,0.0165787
2L,3450001,3455000,467,-0.00744637,-0.0074532,0.00753047,-0.00781658,0.0224287,0.011965
2L,3455001,3460000,491,-0.00820786,-0.00564699,-0.00344424,-0.00825442,0.00999836,0.0114111
2L,3460001,3465000,460,-0.00511435,-0.00536003,-0.00059581,-0.0100168,0.0173621,0.0142964
2L,3465001,3470000,501,-0.00657205,-0.00471535,0.0044058,-0.00671832,0.0224216,0.012926
2L,3470001,3475000,517,-0.00710282,-0.0086678,0.000681153,-0.00875643,0.0149469,0.010644
2L,3475001,3480000,453,-0.00663051,-0.00825087,0.00241027,-0.0104117,0.0212962,0.0171803
2L,3480001,3485000,447,-0.0034937,-0.00601598,0.000828559,-0.0084069,0.0254938,0.0127299
2L,3485001,3490000,457,-0.00200873,-0.00574447,0.0012835,-0.00282863,0.0290814,0.0144679
2L,3490001,3495000,417,-0.00609105,-0.00712564,-0.000603274,-0.00417243,0.0122539,0.00539795
2L,3495001,3500000,439,-0.00560082,-0.00665842,-0.00299799,-0.00898023,0.0144943,0.0139353
2L,3500001,3505000,490,-0.00973871,-0.00634603,-0.00852494,-0.0102946,-0.00101519,0.00488253
2L,3505001,3510000,466,-0.00626467,-0.00685423,0.00240459,-0.00736807,0.0179501,0.0100869
2L,3510001,3515000,473,-0.001933,-0.00617253,-0.00404697,-0.00745475,0.0197898,0.00755818
2L,3515001,3520000,456,-0.00594964,-0.0076429,0.00260775,-0.00837715,0.0220524,0.00896296
2L,3520001,3525000,504,-0.00609421,-0.000124089,0.00723202,-0.00666884,0.0214433,0.0259316
2L,3525001,3530000,469,-0.00397574,-0.00325859,0.00542472,-0.00546681,0.0288291,0.0262162
2L,3530001,3535000,472,-0.0014596,-0.0029627,0.00323807,-0.00849417,0.0284621,0.0261316
2L,3535001,3540000,440,-0.00894722,-0.0029836,-0.0060196,-0.00619712,0.00574985,0.0131436
2L,3540001,3545000,432,-0.00865646,-0.00554199,-0.00447815,-0.00735244,0.00834453,0.00973633
2L,3545001,3550000,425,-0.00765447,-0.00102329,-0.00202592,-0.00683558,0.0124189,0.0167785
2L,3550001,3555000,450,-0.00404166,-0.00468761,-0.00466069,-0.00540847,0.0186553,0.014158
2L,3555001,3560000,435,-0.00454179,-0.00648188,0.000329211,-0.0073015,0.0253771,0.0166689
2L,3560001,3565000,412,-0.0101381,0.00400723,-0.0106065,0.012941,0.0126835,0.0264198
2L,3565001,3570000,389,-0.004495,-0.00885098,0.00418009,-0.00867152,0.0173809,0.00601615
2L,3570001,3575000,452,-0.0099152,-0.00659762,0.00538109,-0.0077462,0.0169651,0.0122145
2L,3575001,3580000,442,-0.00655257,-0.0107002,0.00553274,-0.00897202,0.0263276,0.00972764
2L,3580001,3585000,453,-0.00473363,-0.00402654,-0.00325184,-0.0105188,0.0136306,0.0141905
2L,3585001,3590000,437,-0.00473998,-0.00725636,-0.0019846,-0.00776964,0.0175756,0.00894345
2L,3590001,3595000,420,-0.0024567,-0.00199577,-0.00323565,-0.0093292,0.0159956,0.012961
2L,3595001,3600000,446,-0.00752182,-0.00294525,0.00150831,-0.00742235,0.0150369,0.0177099
2L,3600001,3605000,486,-0.00497214,-0.00748869,-7.42449e-05,-0.00867509,0.0185812,0.00772934
2L,3605001,3610000,431,-0.00449685,-0.0038216,-0.00156419,-0.00816971,0.0150757,0.0101656
2L,3610001,3615000,458,-0.00669671,-0.0084678,0.0019991,-0.00967188,0.0179328,0.00847848
2L,3615001,3620000,475,-0.00798644,-0.00689512,0.00316072,-0.00837159,0.0210394,0.0125741
2L,3620001,3625000,490,-0.00270267,-0.000332968,0.0023763,-0.00735092,0.0265641,0.0168091
2L,3625001,3630000,479,-0.00632811,-0.00626761,0.0031133,-0.0064798,0.0220941,0.01371
2L,3630001,3635000,424,-0.00728193,-0.00669367,0.0070775,-0.00728397,0.0195387,0.0141684
2L,3635001,3640000,481,-0.0077927,-0.0073163,0.00893936,-0.0104601,0.0270832,0.0194838
2L,3640001,3645000,423,-0.00712976,-0.00380547,0.00355214,-0.00884163,0.0178835,0.0189182
2L,3645001,3650000,468,-0.00686795,-0.00831434,0.00276962,-0.00703041,0.0143692,0.0106377
2L,3650001,3655000,1,nan,-0.010101,nan,-0.010101,nan,-0.010101
2L,3655001,3660000,470,-0.000794651,-0.00829959,-0.0037764,-0.00445284,0.0238574,0.00592091
2L,3660001,3665000,472,-0.00706643,-0.00943623,-0.00458837,-0.00869574,0.0129478,0.00404583
2L,3665001,3670000,494,-0.00630246,-0.00629303,0.00555691,-0.00733435,0.0263507,0.0154909
2L,3670001,3675000,468,-0.00412041,-0.00791494,0.00345068,-0.00750551,0.028037,0.0153307
2L,3675001,3680000,416,-0.00596844,-0.00945063,0.00586232,-0.0088453,0.0269074,0.0141805
2L,3680001,3685000,405,-0.00382141,-0.0069339,0.0106827,-0.00781293,0.0359035,0.0253007
2L,3685001,3690000,425,-0.00829785,-0.00897866,0.0136624,-0.0095084,0.028879,0.0186907
2L,3690001,3695000,492,-0.00776206,-0.00401201,0.00918209,-0.00999916,0.0315097,0.035238
2L,3695001,3700000,448,-0.00937863,-0.00982237,0.00739522,-0.0098032,0.0228691,0.0155127
2L,3700001,3705000,436,-0.009377,-0.00879965,0.0122958,-0.00834064,0.0277651,0.0170288
2L,3705001,3710000,434,-0.00605045,-0.00836284,0.00888721,-0.0074975,0.0284482,0.022542
2L,3710001,3715000,433,-0.00918178,-0.00826941,0.00649111,-0.0113533,0.0207804,0.0248599
2L,3715001,3720000,430,-0.00295762,-0.00860775,0.00353557,-0.00837519,0.0277764,0.0109666
2L,3720001,3725000,391,-0.00682097,-0.0103071,0.0105698,-0.00953908,0.017156,0.0184962
2L,3725001,3730000,439,-0.00732745,-0.00853346,0.00367597,-0.00900318,0.0249887,0.0222913
2L,3730001,3735000,441,-0.000659452,-0.00545104,-0.00380157,-0.00352766,0.0203836,0.00996979
2L,3735001,3740000,422,-0.00639671,-0.00812118,0.0196131,-0.0112406,0.0241669,0.024434
2L,3740001,3745000,441,-0.00772756,-0.00656833,0.00827264,-0.00903543,0.0287583,0.0254119
2L,3745001,3750000,450,-0.00673094,-0.00620989,0.0112152,-0.00711247,0.0354438,0.0374205
2L,3750001,3755000,438,-0.00766221,-0.00516341,0.00641478,-0.00857808,0.0224014,0.0221599
2L,3755001,3760000,408,-0.00982914,-0.0109999,0.0145766,-0.00991311,0.0292296,0.0213103
2L,3760001,3765000,448,-0.010642,-0.00761128,0.0130428,-0.0103825,0.0270771,0.022993
2L,3765001,3770000,446,-0.00454246,-0.00986057,0.0085535,-0.00646261,0.0326182,0.0107547
2L,3770001,3775000,416,-0.00846664,-0.00977162,0.00858022,-0.0104821,0.0159544,0.0170765
2L,3775001,3780000,448,-0.00729438,-0.00359633,0.013044,-0.0105512,0.0327835,0.0364863
2L,3780001,3785000,442,-0.00884573,-0.00705949,0.0134538,-0.0075784,0.0286543,0.0276387
2L,3785001,3790000,447,-0.0068709,-0.00320205,0.0191152,-0.00982994,0.0308271,0.0241681
2L,3790001,3795000,452,-0.00717386,-0.00328543,0.00858625,-0.00735889,0.0256691,0.0298093
2L,3795001,3800000,449,-0.00859769,-0.00745733,0.00924391,-0.010468,0.026242,0.0251295
2L,3800001,3805000,427,-0.00996483,-0.00966936,0.0127799,-0.0111481,0.0286546,0.0250561
2L,3805001,3810000,408,-0.00633119,-0.00584867,0.0136148,-0.0125715,0.0235854,0.0248265
2L,3810001,3815000,479,-0.00809268,-0.00373332,0.015634,-0.00813984,0.0388508,0.0439358
2L,3815001,3820000,462,-0.00901075,-0.00548426,0.00895377,-0.00975825,0.0185271,0.0252309
2L,3820001,3825000,419,-0.00598925,-0.00568063,0.0147028,-0.00747815,0.0371822,0.0368264
2L,3825001,3830000,434,-0.0101714,-0.00777734,0.0172556,-0.00944592,0.027346,0.0212161
2L,3830001,3835000,436,-0.00390795,-0.00428444,-0.00147447,-0.00594303,0.023436,0.0134472
2L,3835001,3840000,401,-0.00503911,-0.00330449,0.016047,-0.00906651,0.041121,0.0366903
2L,3840001,3845000,410,-0.00761723,-0.00649922,0.00929553,-0.0097269,0.030174,0.0277903
2L,3845001,3850000,426,-0.00897893,-0.00799361,0.0131283,-0.00719513,0.026205,0.0231651
2L,3850001,3855000,441,0.000152521,-0.00180355,0.01055,-0.00984517,0.0484622,0.033551
2L,3855001,3860000,431,0.000794449,0.00228791,0.00530624,-0.00891137,0.0374267,0.0316573
2L,3860001,3865000,415,-0.00455505,-0.00514468,0.0148056,-0.00317137,0.0411025,0.025907
2L,3865001,3870000,486,-0.00411805,-0.00772108,0.0193269,-0.00417087,0.0384806,0.0116388
2L,3870001,3875000,451,-0.00819091,-0.00945973,0.0272327,-0.0111472,0.0519272,0.0423263
2L,3875001,3880000,429,-0.00318346,-0.00293199,0.00341276,-0.00879036,0.0309523,0.029659
2L,3880001,3885000,416,-0.007647,-0.00743388,0.0196766,-0.00848047,0.0401015,0.0310067
2L,3885001,3890000,413,-0.00457872,-0.00349769,0.0117046,-0.00495841,0.0397031,0.0309741
2L,3890001,3895000,403,-0.00822039,-0.0111064,0.0196709,-0.0081014,0.0321239,0.0243217
2L,3895001,3900000,425,-0.00418839,-0.00471746,0.0122303,-0.00955597,0.0392093,0.0303279
2L,3900001,3905000,410,-0.00450073,-0.00827093,0.00983733,-0.0106735,0.0274317,0.0211365
2L,3905001,3910000,402,-0.00386791,-0.00880831,0.0121308,-0.00950473,0.043681,0.0285717
2L,3910001,3915000,414,-0.00244393,-0.00763215,0.0127948,-0.00772889,0.052361,0.035782
2L,3915001,3920000,446,-0.000400175,-0.010034,0.0166747,-0.00843628,0.0548979,0.0335561
2L,3920001,3925000,398,0.00104163,-0.00878856,0.0118044,-0.00564678,0.0551499,0.0335981
2L,3925001,3930000,397,-0.00706017,-0.00511677,0.0142984,-0.0120027,0.034238,0.0437424
2L,3930001,3935000,479,-0.00558457,-0.00904944,0.0131149,-0.00743868,0.0376959,0.0268491
2L,3935001,3940000,489,-0.00239544,-0.0057188,0.00894463,-0.00756362,0.0470403,0.0299193
2L,3940001,3945000,444,-0.000787868,-0.00800073,0.010574,-0.00517747,0.0388942,0.0206754
2L,3945001,3950000,402,-0.00324847,-0.00742208,0.00802479,-0.00558752,0.041554,0.0163735
2L,3950001,3955000,417,-0.00648714,-0.0065906,0.0183596,-0.00710846,0.044808,0.032666
2L,3955001,3960000,407,-0.00423559,-0.00725108,0.00997246,-0.00550548,0.04278,0.0316817
2L,3960001,3965000,429,-0.00595325,-0.00381521,0.00609926,-0.00690926,0.0257495,0.0258216
2L,3965001,3970000,446,-0.000314262,-0.00617296,0.00161224,-0.00313694,0.0384263,0.0197095
2L,3970001,3975000,437,-0.000940675,-0.00804374,0.00970753,-0.0103508,0.0443845,0.0295103
2L,3975001,3980000,419,-0.00135725,-0.000640197,0.00744928,-0.00652632,0.0430694,0.0352548
2L,3980001,3985000,410,-0.00356371,-0.00187798,0.0128776,-0.00520451,0.0402435,0.0274991
2L,3985001,3990000,361,-0.00448091,-0.005606,0.0224773,-0.00906646,0.0545579,0.0415606
2L,3990001,3995000,413,-0.00587427,-0.0090897,0.0131632,-0.010233,0.0386571,0.023303
2L,3995001,4000000,414,-0.00674432,0.000778568,0.0235973,-0.00271846,0.0450949,0.0259845
2L,4000001,4005000,417,-0.00458689,-0.00422359,0.0155645,-0.00709963,0.0499663,0.0392865
2L,4005001,4010000,417,0.00269128,-0.00379164,0.00715318,-0.00552642,0.0491866,0.0292709
2L,4010001,4015000,437,-0.00615358,-0.00692641,0.022621,-0.00933676,0.0463644,0.0421705
2L,4015001,4020000,392,0.000749722,-0.00307561,0.0114842,-0.00595418,0.0316951,0.0269105
2L,4020001,4025000,426,-0.00471022,-0.00604784,0.00743478,-0.00916461,0.031646,0.0224025
2L,4025001,4030000,401,-0.00189635,-0.00527265,0.00791446,-0.00637575,0.0413244,0.028627
2L,4030001,4035000,373,-0.0063544,-0.0056787,0.0118191,-0.00581869,0.0374011,0.026316
2L,4035001,4040000,395,-0.00174185,-0.00264708,0.0101652,-0.00790461,0.045389,0.0360066
2L,4040001,4045000,377,-0.00725435,-0.00968752,0.0247708,-0.0060813,0.0500236,0.0369945
2L,4045001,4050000,402,-0.00161591,-0.00362652,0.0143885,-0.00966078,0.051833,0.0420045
2L,4050001,4055000,389,-0.000341872,-0.00626579,0.0100673,-0.00825421,0.0527828,0.0326977
2L,4055001,4060000,375,-0.00430741,-0.0110965,0.0129339,-0.00809108,0.0462198,0.0247188
2L,4060001,4065000,434,-8.00035e-05,-0.00201112,0.00895882,-0.00983846,0.0533441,0.0445923
2L,4065001,4070000,169,0.00288311,-0.000479133,0.0237483,-0.0137711,0.0734119,0.0735035
2L,4070001,4075000,384,0.0152707,0.0074881,0.00874264,-0.00663903,0.0628518,0.0525099
2L,4075001,4080000,393,-0.00295383,-0.00178844,0.0124946,-0.0108418,0.0516361,0.0497926
2L,4080001,4085000,408,-0.00305391,-0.00592486,0.0135078,-0.00806064,0.0365381,0.0214836
2L,4085001,4090000,381,-0.0016173,-0.00650215,0.00820354,-0.00462578,0.0420985,0.0226953
2L,4090001,4095000,410,-0.0056244,-0.00471336,0.0163138,-0.0100946,0.0450293,0.0440087
2L,4095001,4100000,374,-0.000689464,-0.00420887,0.00674702,-0.0088396,0.0395572,0.0294634
2L,4100001,4105000,390,-0.000906708,-0.00537371,0.0067935,-0.0118603,0.0452711,0.0316822
2L,4105001,4110000,381,0.00692116,-0.00730126,0.00128988,-0.0077548,0.0501722,0.0223823
2L,4110001,4115000,410,-0.00269415,-0.000317426,0.00935682,-0.00979261,0.0474493,0.0434576
2L,4115001,4120000,417,-0.00335285,-0.010359,0.0119625,-0.00940285,0.0448247,0.0260217
2L,4120001,4125000,396,0.00348744,-0.00721943,0.010958,-0.00484485,0.0588237,0.0310536
2L,4125001,4130000,435,0.00126353,-0.00369931,0.0100177,-0.00386021,0.0532306,0.0315057
2L,4130001,4135000,446,-0.000882779,-0.00970458,0.0189539,-0.00347207,0.0655434,0.0273734
2L,4135001,4140000,382,0.0047117,-0.00528518,0.0152538,-0.012073,0.0504602,0.0388576
2L,4140001,4145000,436,0.00217136,-0.0054892,0.000750995,-0.000534142,0.0395648,0.015027
2L,4145001,4150000,422,0.00482388,-0.00166109,0.00450415,-0.00594129,0.0457538,0.0272359
2L,4150001,4155000,405,0.0024515,-0.000390429,0.00732858,-0.00901605,0.0443121,0.0286029
2L,4155001,4160000,402,0.00129911,-0.00149022,0.0063315,-0.00624366,0.0450129,0.0332349
2L,4160001,4165000,416,-0.00151757,-0.00943376,0.0114532,-0.00547977,0.0531328,0.0273993
2L,4165001,4170000,381,-0.00378658,-0.0105448,0.0161498,-0.00610719,0.0484534,0.0218944
2L,4170001,4175000,401,-0.00146718,-0.00696807,0.00601358,-0.00800922,0.0420284,0.0215555
2L,4175001,4180000,400,0.000252642,-0.00447031,0.0122682,-0.00838801,0.0530823,0.0369546
2L,4180001,4185000,205,-0.00583125,-0.00915948,0.0119923,-0.00743177,0.0438926,0.0190634
2L,4185001,4190000,434,-0.00511595,-0.0109762,0.0214461,-0.0069883,0.0534202,0.0268025
2L,4190001,4195000,448,0.00123238,-0.00300504,0.0126694,-0.0106619,0.0604783,0.0476935
2L,4195001,4200000,404,0.00546889,-0.00259494,0.0147948,-0.00771436,0.0615325,0.0344735
2L,4200001,4205000,428,0.00617711,-0.0032491,0.00914265,-0.00407096,0.0572897,0.0317774
2L,4205001,4210000,487,-0.00531348,-0.00533306,0.0160691,-0.00838646,0.0400101,0.0351811
2L,4210001,4215000,464,-0.00607645,-0.011974,0.0236556,-0.00836976,0.056125,0.0290729
2L,4215001,4220000,470,0.00303908,-0.00853511,0.00518092,-0.00580532,0.0500293,0.0202523
2L,4220001,4225000,419,-0.00647439,-0.00699699,0.0148079,-0.0045822,0.0452219,0.0242922
2L,4225001,4230000,417,-0.00592359,-0.0073534,0.0181278,-0.0119379,0.0374415,0.0327147
